Ballotpedia Person ID,Name,Twitter ID,ASD Override,Category,Account Type,Product,Validated,Facebook ID,Youtube,Instagram ID,Rumble,Telegram,TikTok ID,Column1,Verified
,Amb. Zhang Lizhong,prc_amb_uganda,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Ambassador Chen Song,prcambnepal,,China,Diplomatic/Government,Hamilton,TRUE,ChinaEmbNepal,,,,,,,
,Ambassador Xu Hong,prcambnl,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
"INACTIVE, now @chineseembincz",Chinese Embassy in Prague,prcembassyprg,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
YT inactive for 10 years,Pueblo En Línea,puebloenlnea,,China,Media,Hamilton,TRUE,Puebloenlinea,UCyBODd5n_nPEqOIvmkQdd7A,,,,,,
Has accounts everywhere but all seem private,Qingqing_Chen,qingqingparis,,China,Media,Hamilton,TRUE,,,,,,,,
,Rita Bai Yunyi,ritabai,,China,Media,Hamilton,TRUE,,,,,,,,
,ChineseCG-Durban费明星,sa_durban,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Consul in Zanzibar,Zhang Zhisheng 张志昇,salahzhang,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Shen Shiwei 沈诗伟,shen_shiwei,,China,Media,Hamilton,TRUE,ShenShiweiFB,,,,,railwaydaddyshen,,
,Sixth Tone,sixthtone,,China,Media,Hamilton,TRUE,sixthtone,UCOiRcH03t2d_312l1H1wv2A,sixthtone,,,sixthtone,,
,Hua Chunying 华春莹,spokespersonchn,,China,Diplomatic/Government,Hamilton,TRUE,,,Parody account,,,,,
,Hu Zhaoming 中联部发言人胡兆明,spokespersonhzm,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Liu Pengyu 刘鹏宇,spoxchninus,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,sun weide 孙伟德,sun_weide,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,The Paper 澎湃新闻,thepapercn,,China,Media,Hamilton,TRUE,thepapernews,UCzdgh34HFyN8v2k3ZZA5uNA,thepapercn,,,,,
,Serena Xue Dong,theserenadong,,China,Media,Hamilton,TRUE,theserenadong,,,,,,,
,thouse_opinions,thouse_opinions,,China,Media,Hamilton,TRUE,thouseopinions,UCrSzHfa3wfkZLO6a8_EGyQQ,,,,,,
Twitter account suspended,WangGuanBeijing,wangguanbeijing,,China,Media,Hamilton,TRUE,WangGuan1984FB,UCV4ZRntS1bCZgkoYN1_5ykw,wangguanbeijing,,,,,
,Wang Jialei 王家雷,wangjialei4,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Diplomat in Panama,有你静好,wangjianpaco,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,王鲁彤 Wang Lutong,wanglutongmfa,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Xiaohui Wang 王晓辉,wangxh65,,China,Media,Hamilton,TRUE,,,,,,,,
,Wang Xianfeng王险峰,wangxianfeng8,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,WANG XU,wangxuintokyo,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Ambassador to Panama,魏强  WEI Qiang,weiasecas,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,吴鹏 Wu Peng,wupeng_mfachina,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Chine Nouvelle,xhchinenouvelle,,China,Media,Hamilton,TRUE,,,,,,,,
,China Xinhua Deutsch,xhdeutsch,,China,Media,Hamilton,TRUE,,,,,,,,
,China Xinhua Español,xhespanol,,China,Media,Hamilton,TRUE,,UCRHU5z9y6ILmaLjvN1vlu-A,,,,xinhuaespanol,,
,Xinhua Indonesia,xhindonesia,,China,Media,Hamilton,TRUE,XinhuaIndonesia,,,,,,,
,中国 新華社 日本語,xhjapanese,,China,Media,Hamilton,TRUE,,,,,,,,
,China Xinhua News,xhnews,,China,Media,Hamilton,TRUE,XinhuaNewsAgency,UCHBDXQDmqnaqIEPdEapEFVQ,chinaxinhuanews,,xinhua_news_agency_en,,,
,Xinhua North America,xhnorthamerica,,China,Media,Hamilton,TRUE,XHNorthAmerica,,,,,,,
,ChinaXinhuaPortugues,xhportugues,,China,Media,Hamilton,TRUE,,,,,,,,
,China Xinhua Sci-Tech,xhscitech,,China,Media,Hamilton,TRUE,XinhuaSciTech,,,,,,,
,Xinhua Türkiye,xhturkey,,China,Media,Hamilton,TRUE,,,,,,,,
,Xiao Yewen肖业文,xiaoyewen,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,XIE Yongjun 解勇军,xieyongjun_chn,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,xinhua_hindi,xinhua_hindi,,China,Media,Hamilton,TRUE,xinhuahindinews,,,,,,,
,New China 中文,xinhuachinese,,China,Media,Hamilton,TRUE,,,,,,,,
,Xinhua Culture&Travel,xinhuatravel,,China,Media,Hamilton,TRUE,XinhuaTravel,,,,,,,
,China Xinhua Urdu,xinhuaurdu,,China,Media,Hamilton,TRUE,China-Xinhua-Urdu,UCjSCuFrkpO1x5Th545yOsgg,,,,,,
,中国新疆网,xinjiangchannel,,China,Media,Hamilton,TRUE,,UClQH3FiKvsA_u7cIdzmAGLQ,,,,,,
,Xi's Moments,xismoments,,China,Media,Hamilton,TRUE,ximoments,,,,,,,
,薛剑XueJian,xuejianosaka,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Xu Zeyu,xuzeyu_philip,,China,Media,Hamilton,TRUE,XuZeyu.Philip,UCS9AiYbXcet12NLoNPYu6BQ,real_xuzeyu,,,,,
,Yu Dunhai,ydunhai,,China,Diplomatic/Government,Hamilton,TRUE,MaltaEmbChina,,,,,,,
,Yicai Global 第一财经,yicaichina,,China,Media,Hamilton,TRUE,yicaiglobal,UCk-KRpkMl4JRE97-gaDusQA,,,,yicaiglobal_official,,
,Zhang Yiwen 张怡雯,yiwen_zh,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Yan Xiusheng 延秀生,yxiusheng,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinBB,,,,,,,
Consul in Kolkata,CG_Zha Liyou查立友,zhaliyou,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Private Insta,Zhang Heqing,zhang_heqing,,China,Diplomatic/Government,Hamilton,TRUE,zhangheqingcn,,zhang__heqing,,,zhang_heqing,,
,Minister Counsellor Zhao,zhaobaogang2011,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
DELETED,ZhifeiShen,zhifeishen,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Embassy in Belarus,中国驻白俄罗斯大使馆,zhongbai2020,,China,Diplomatic/Government,Hamilton,TRUE,chinaemb.by,,,,,,,
,Zhou Li周莉,zhou_li_chn,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Zhu Jingyang,zhu_jingyang,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Zichen Wang,zichenwanghere,,China,Media,Hamilton,TRUE,,,,,,,,
INACTIVE since January 2023,Lijian Zhao 赵立坚,zlj517,,China,Diplomatic/Government,Hamilton,TRUE,100089752004053,,zhao.lijian_official,,,,,
,Sui Lixi,lixi_sui,,China,Media,Hamilton,TRUE,,,,,,,,
,Ji Rong嵇蓉,jirongmfa,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Ambassador to Indonesia,陆慷 LU Kang,amb_lukang,,China,Diplomatic/Government,Hamilton,TRUE,ChineseEmbassyinIndonesia,,,,,,,
,Caoli 曹利,cao_li_chn,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,China Mission to the AU,chinatoau,,China,Diplomatic/Government,Hamilton,TRUE,ChineseMissiontoAU,,,,,,,
,Chinese Embassy in Croatia,chinaembcroatia,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Ambassador to Grenada,Wei Hongtian,weihongtian,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Ambassador to Austria,Qi Mei 亓玫,embqimei,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Permanent Mission of China to the WTO,chinamissionwto,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
Consul in Sao Paolo,陈佩洁 CHEN Peijie,hongchencuxian,,China,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,ukraina_ru,ukraina_ru,,Russia,Media,Hamilton,TRUE,ukraina.ru,,,,ukraina.ru,,,Yes
,salammosafir_rt,salammosafir_rt,,Russia,Media,Hamilton,TRUE,,,,,,,,
,vladsemivolos,vladsemivolos,,Russia,Media,Hamilton,TRUE,,,,,,,,
,atigunerati,atigunerati,,Russia,Media,Hamilton,TRUE,,,,,,,,
,rusembindia_ru,rusembindia_ru,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,RusEmbIndia,,,Yes
,moatstv,moatstv,,Russia,Media,Hamilton,TRUE,,,,,,,,
,1prime_ru,1prime_ru,,Russia,Media,Hamilton,TRUE,,,,,prime1,,,
,27khv,27khv,,Russia,Media,Hamilton,TRUE,,,,,,,,
,A__Alimov,a__alimov,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,ABocanHarcenko,abocanharcenko,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Afshin Rattansi,afshinrattansi,,Russia,Media,Hamilton,TRUE,afshinrattansi,,afshinrattansi,,afshinrattansi,afshinrattansi,,
,Ahí les Va,ahilesvainfo,,Russia,Media,Hamilton,TRUE,ahilesvaALV,UC1vzJrCFCBcYavAvnefeD6Q,ahilesva_info,,ahilesvaALV,ahilesva_,,
,aksenov_sv,aksenov_sv,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,Aksenov82,,,
,alexsalmondshow,alexsalmondshow,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Ali Cağatay,alicaatay,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Aliana Nieves,aliananieves,,Russia,Media,Hamilton,TRUE,,,anieves_tv, ,AlianaNievesRT,,,
,Amb_de_Russie,amb_de_russie,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Amb_Ulyanov,amb_ulyanov,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,ulyanov_mikhail,,,
,amb_yakovenko,amb_yakovenko,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,AmbasadaRusije,ambasadarusije,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassySerbia,,ambasadarusije,,ambasadarusije,,,
,ambassade_russe,ambassade_russe,,Russia,Diplomatic/Government,Hamilton,TRUE,AMBRUSMALINIGER,,,,ambrusmaliniger,,,
,AmbRuMadagascar,ambrumadagascar,Facebook,Russia,Diplomatic/Government,Hamilton,TRUE,AmbassadeRussie,,,,,,,
,AmbRus_Algerie,ambrus_algerie,,Russia,Diplomatic/Government,Hamilton,TRUE,RussieEnAlgerie,UCJI_FBfchmoi9xhKN0yLalw,ambrussie_algerie,,ambrussie_algerie,,,
,AmbRus_Djibouti,ambrus_djibouti,Facebook,Russia,Diplomatic/Government,Hamilton,TRUE,AmbRusDjibouti,,,,,,,
,ambrus_drc,ambrus_drc,,Russia,Diplomatic/Government,Hamilton,TRUE,100066833645597,UCImIlpsLIuFFjGYe9I1uKGA,ambrus.rdc,,ambrus_drc,,,
,AmbRusBen,ambrusben,,Russia,Diplomatic/Government,Hamilton,TRUE,rusambben,,ambrusben,,rusambben,,,
,ambrusburundi,ambrusburundi,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCuWMwuPeZNgnuQTErNvdERg,amb_rus_burundi,,ambrusburundi,,,
,AmbRusCz,ambruscz,,Russia,Diplomatic/Government,Hamilton,TRUE,AmbRusCz,,embruscz,,,,,
,ambrusga,ambrusga,,Russia,Diplomatic/Government,Hamilton,TRUE,ambrugabon,,ambrusgab,,ambrusga,,,
,ambrusme,ambrusme,,Russia,Diplomatic/Government,Hamilton,TRUE,AmbRusME,UCYjzlsIZTF0zDZDJR_9_vKA,,,ambasadarusije,,,
,AmbRusRCI,ambrusrci,,Russia,Diplomatic/Government,Hamilton,TRUE,AmbRusRCI,,,,,,,
,AmbRusRomania,ambrusromania,,Russia,Diplomatic/Government,Hamilton,TRUE,AmbasadaRusa,UCkpMlAHv2GQYXObOnSRl4IA,rusemb.romania,,ambasadarusiei,,,
,AmbRusSenegal,ambrussenegal,,Russia,Diplomatic/Government,Hamilton,TRUE,ambrus.senegal,,,,AmbRussSenegal,,,
,AmbrusSlo,ambrusslo,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassySlovenia,,ambrusslovenia,,ambrusslo,,,
,AmbRusTun,ambrustun,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,ambrustun,,,
,amrusbel,amrusbel,,Russia,Diplomatic/Government,Hamilton,TRUE,amrusbel,,,,amrusbel,,,
,AnissaNow,anissanow,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Anna Knishenko,a_knishenko_rt,,Russia,Media,Hamilton,TRUE,AnnaKnishenko.RT,,,,AnnaKnishenkoRT,,,yes
,AntonChesnokov1,antonchesnokov1,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,arcticru,arcticru,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,arcticrus,,,not active
,armscontrol_rus,armscontrol_rus,,Russia,Diplomatic/Government,Hamilton,TRUE,RusArmscontrol,,,,armscontroldelegpresentation,,,yes
,Arteldoc,,,Russia,Media,Hamilton,,aRTeldoc,,,,,arteldoc,,
,ASEANRussia,aseanrussia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,ASEANRussia,,,
,Betzabé Zumaya,betzabezumaya,,Russia,Media,Hamilton,TRUE,,UCe6mjTKPfRslt7yIJgUSpVg,betzabezumaya,,,,,
,BolotskySputnik,bolotskysputnik,,Russia,Media,Hamilton,TRUE,,,,,BolotskySputnik,,,
,BoomBustRT,boombustrt,,Russia,Media,Hamilton,TRUE,,,,,,,,
,BRICS2020_RUS,brics2020_rus,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,not active
,BRICSRussia2020,bricsrussia2020,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,not active
,By Any Means Necessary,bamnecessary,,Russia,Media,Hamilton,TRUE,bamnecessary,,,,,,,
,calebmaupin,calebmaupin,,Russia,Media,Hamilton,TRUE,calebmaupininfo,UCA0N4UVTnqiFB7D3oS_xdWg,,,calebtmaupin,,,yes
,camborusemba,camborusemba,,Russia,Diplomatic/Government,Hamilton,TRUE,RussianEmbassyInCambodia,UCGuIIqPViQ3YbJfowYFqpRA,russianembassy_cambodia,,Russian_Embassy_in_Cambodia,,,yes
,Carla González,carlavgonzalez,,Russia,Media,Hamilton,TRUE,carla.gonzalez.s,UCrW0T35XPfOFzz6KKRBZV6w,carlavgonzalez,,,,,yes
,Cartas sobre la Mesa,cartasmesatv,,Russia,Media,Hamilton,TRUE,CartasMesaTV,UC2mtXUpAYLYJIZ2deSPhlqw,cartasmesatv,,CartasMesaTV,cartasmesatv,,yes
,CE_RF,ce_rf,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,CG_Russia_Brno,cg_russia_brno,,Russia,Diplomatic/Government,Hamilton,TRUE,gkbrno,,,,gkbrno,,,
,CIS_Russia,cis_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,CoE_Russia,coe_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,consecrusemb_nz,consecrusemb_nz,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,ConsLv,conslv,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,ConsolatoRusso,consolatorusso,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,Consolato_Russo_a_Milano,,,
,ConsRusLvov,consruslvov,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,consuladorussia,consuladorussia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,consrio,,,
,ConsularCamb,consularcamb,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Consulate General in New York,,,Russia,Diplomatic/Government,Hamilton,TRUE,newyork.mid.ru,,,,,,,
,Consulate General of the Russian Federation in Karachi,,,Russia,Diplomatic/Government,Hamilton,TRUE,100064616625506,,,,,,,
,ConsulatulRus,consulatulrus,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,consulatulrus,,,
,Cristina Martin Jimenez,crismartinj,,Russia,Media,Hamilton,TRUE,,UCFzreJxOr4nbvfeFoipzjew,cristinamartinjimenezescritora,,cristinamartinjimenezescritora,cristinamartinjimenez,,
,DaugavpilsRF,daugavpilsrf,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,gkdaugav,,,
,dayteskazat,,,Russia,Media,Hamilton,,,,,,,dayteskazat,,
,de_rt_com,de_rt_com,,Russia,Media,Hamilton,TRUE,rtde,,de_rt_com,,rt_de,,,
,de_sputnik,de_sputnik,,Russia,Media,Hamilton,TRUE,,,,,,,,not active
,Denis Alipov,ambrus_india,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,dinaratok_rt,dinaratok_rt,,Russia,Media,Hamilton,TRUE,,,,,,,,not active
,DipacademyMID,dipacademymid,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCQnTwvyEf4KNW7hn5wmirfA,,,DipacademyMID,,,borderline
,diplohistory,diplohistory,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,dmitrybalakin,dmitrybalakin,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Donald Courter,donaldcourter,,Russia,Media,Hamilton,TRUE,,UCXVo6vq5oYr3Ga0kVHekZcQ,,,donaldcourter,,,borderline
,dpol_un,dpol_un,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,dpol_un_en,,,
,Ekatmid,ekatmid,,Russia,Diplomatic/Government,Hamilton,TRUE,mfaekaterinburg,,,,,,,
,emb_rus,emb_rus,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,EmbaixadaRusPt,embaixadaruspt,,Russia,Diplomatic/Government,Hamilton,TRUE,embrussiaportugal,UCByVLfjku3pKIlSSPz_r73g,,,EmbaixadaRusPT,,,
,embaixadarussa,embaixadarussa,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,embaixadarussa,,,
,EmbajadaRusaRu,embajadarusaru,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbajadaRusaRu,,,,EmbajadaRusaRu,,,
,EmbajadaRusaVen,embajadarusaven,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,embajadarusaven,,,
,EmbajadaVenRU,embajadavenru,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembven,,,,,,,
,Embassy of Russia in Bangladesh,russembdhaka,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembdhaka,,,,rusembbd,,,
,Embassy of Russia in Nepal,,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembnepal,,,,rusposnepal,,,
,embassy_russia,embassy_russia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,embassyofrussia,embassyofrussia,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassySouthAfrica,UC7lsgTtRMPrPUXEkhkApnZg,embassyofrussia,,,,,
,EmbRso,embrso,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,embrus_az,embrus_az,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCJSSWzLSNOCTiaaPcREIEPw,embrus_az,,embrusaz,,,
,embrus_md,embrus_md,,Russia,Diplomatic/Government,Hamilton,TRUE,rusembmoldova,,ambasadarusiei,,RusEmbMd,,,
,EmbRusaGuate,embrusaguate,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusaGuate,,,,embrusguate,,,
,EmbRusBoliviaEs,embrusboliviaes,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusBoliviaEs,,embrusboliviaes,,embrusbolivia,,,
,EmbRusBoliviaRu,embrusboliviaru,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,embajadadeboliviaenrusia,,,
,EmbRusBotswana,embrusbotswana,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbBotswana,,rusembbotswana,,RusEmbBotswana,,,
,EmbRusChile,embruschile,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,embruschile,,,
,EmbRusCuba,embruscuba,,Russia,Diplomatic/Government,Hamilton,TRUE,Embajada.de.Rusia.en.Chile,,embruschile,,EmbRusCuba,,,
,EmbRusiaEnArgEs,embrusiaenarges,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusiaEnArgEs,,rusemb.argentina,,EmbRusiaEnArg,,,
,EmbRusiaEnArgRu,embrusiaenargru,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,EmbRusiaMexico,embrusiamexico,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusiaMexico,UCAkvYW30fDvyY6tR4W_LiBw,embrusiamexico,,embrusiamexico,,,
,EmbRusMoz,embrusmoz,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,EmbRusMoz,,,
,EmbRusNicaragua,embrusnicaragua,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbajadarusaNic,,,,EmbRusNic,,,
,EmbRusPan,embruspan,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusPan,,embruspan,,EmbRusPan,,,
,EmbRusUruguay,embrusuruguay,,Russia,Diplomatic/Government,Hamilton,TRUE,EmbRusiaUruguay,UCvyLaJ9D_gUlrWNVoa7TVWQ,,,EmbRusUruguay,,,
,EmbSergio,embsergio,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,en_forumafrica,en_forumafrica,,Russia,Diplomatic/Government,Hamilton,TRUE,,,russiaafrica,,,,,
,en_forumsochi,en_forumsochi,,Russia,Diplomatic/Government,Hamilton,TRUE,,UC5xo457YRXnUpuEjZEnplmA,,,,,,
,en_forumvostok,en_forumvostok,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,entrevista_rt,entrevista_rt,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Érika Ortega Sanoja,erikaosanoja,,Russia,Media,Hamilton,TRUE,,,,,erikaosanoja,,,
,Expo2020Russia1,expo2020russia1,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,expo2020Russia,,,
,Fernando Monroy,fernandomonro,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Fiorella Isabel,fiorellaisabelm,,Russia,Media,Hamilton,TRUE,fiorellaisabelm,,fiorellainmoscow,,fiorellastele,,,
,Francisco Guaita,guaitafran,,Russia,Media,Hamilton,TRUE,,,,,,,,
,GazpromEN,gazpromen,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,genconrfodessa,genconrfodessa,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,georgegalloway,georgegalloway,,Russia,Media,Hamilton,TRUE,GeorgeGallowayOfficial,UCf_HItERkRB3vnkWt2RSOLg,georgegallowayofficial,c-1586692,georgegalloway,georgegallowayofficial,,
,GGatilov,ggatilov,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,GK_KARL_VARY,gk_karl_vary,,Russia,Diplomatic/Government,Hamilton,TRUE,gkkarlovyvary,UCZc54kkbc5cVTBIGLrWltpw,gkkarlovyvary,,,,,
,gk_narva,gk_narva,,Russia,Diplomatic/Government,Hamilton,TRUE,GKNarva,,,,,,,
,gk_russia_haifa,gk_russia_haifa,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,GK_TRABZON,gk_trabzon,,Russia,Diplomatic/Government,Hamilton,TRUE,gktrabzon,,,,gktrabzon,,,
,Going Underground,gunderground_tv,,Russia,Media,Hamilton,TRUE,GoingUndergroundTV,,goingundergroundtv,GoingUnderground,,,,
,governmentrf,governmentrf,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,governmentrf,,,
,Guaitafran,guaitafran,,Russia,Media,Hamilton,TRUE,,,,,,,,
,GyumriRussia,gyumrirussia,,Russia,Diplomatic/Government,Hamilton,TRUE,gyumrirussia,,,,,,,
,Helena Villar,helenavillarrt,,Russia,Media,Hamilton,TRUE,helena.villar.581,UCBqE61_wNZW711mMukHmrbg,heletv,,helenavillarRT,,,
,history_RF,history_rf,,Russia,Media,Hamilton,TRUE,,,,,rf_history,,,
,icymivideo,icymivideo,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Igor Zhdanov,igorzhdanovrt,,Russia,Media,Hamilton,TRUE,igor.zhdanov.3975,,,,zhdanovrt,,,
,inafinogenova,inafinogenova,,Russia,Media,Hamilton,TRUE,,,,,inafinogenova,,,
,infomoscow24,infomoscow24,,Russia,Media,Hamilton,TRUE,infomoscow24,,,,infomoscow24,infomoscow24,,
,inosmi,inosmi,,Russia,Media,Hamilton,TRUE,InoSMI,UCgPUv2PRn_enGE5FC5HY9TA,inosmi.ru,,inosmichannel,,,
,InQuestionRT,inquestionrt,,Russia,Media,Hamilton,TRUE,,,,,,,,
,Interdit d'interdire,idirtfr,,Russia,Media,Hamilton,TRUE,idirtfrance,,,,,,,
,InTheNow,inthenow,,Russia,Media,Hamilton,TRUE,inthenow,,,,,inthenow,,
,IntheNow_tweet,inthenow_tweet,,Russia,Media,Hamilton,TRUE,,,,,inthenow_telegram,,,
,irakly_rt,irakly_rt,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,,,,
,Irina Molotova,irinagalushkort,,Russia,Media,Hamilton,TRUE,irina.galushko,,,,,,,
,israel_mid_ru,israel_mid_ru,,Russia,Diplomatic/Government,Hamilton,TRUE,RusEmbassyIsr,,,,s/RussiaInIsrael,,,
,JAVIERRCARRASCO,javierrcarrasco,,Russia,Media,Hamilton,TRUE,,UCqPy2zQIzDS5w1nuAKtZr8Q,,,,,,
,Jérôme Bonnet,jb_rtfrance,,Russia,Media,Hamilton,TRUE,,,,,,,,
,KazanMid,kazanmid,,Russia,Diplomatic/Government,Hamilton,TRUE,KazanMID,,,,mfa_kazan,,,
,Kosarev_RT,kosarev_rt,,Russia,Media,Hamilton,TRUE,roman.kosarev.73about,,,,,,,
,KremlinRussia,kremlinrussia,,Russia,Diplomatic/Government,Hamilton,TRUE,,UCZkiUDyOBtkaTWGRfGnKaHw,,,kremlininfo,,,
,kremlinrussia_e,kremlinrussia_e,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,news_kremlin_eng,,,
,Lee Stranahan,stranahan,,Russia,Media,Hamilton,TRUE,stranahan,UCdL8Vch6eeUsmF-75B0UtHA,,,,,,
,Lenta.Ru,lentaruofficial,,Russia,Media,Hamilton,TRUE,lentaru,UCfqU-kKXq868D6d4fy8fhkA,lentaru,,lentadnya,lentaru,,
,lifenews_ru,lifenews_ru,,Russia,Media,Hamilton,TRUE,lifenews.ru,,,,lifenews,liferu,,
,Lucas Léger,lucas_legerTV,,Russia,Media,Hamilton,TRUE,,,,,,,,
,lukiyantsev,lukiyantsev,,Russia,Diplomatic/Government,Hamilton,TRUE,grigory.lukiyantsev,,,,,,,
,LV_RUSEMBAS,lv_rusembas,,Russia,Diplomatic/Government,Hamilton,TRUE,RUSEMBAS,UCYV64yDTSJ3v1o7SU_K0krw,,,rusemblv,,,
,m_simonyan,m_simonyan,,Russia,Media,Hamilton,TRUE,margarita.simonyan.5,,_m_simonyan_,,margaritasimonyan,simonyan.m,,
,mae_rusia,mae_rusia,,Russia,Diplomatic/Government,Hamilton,TRUE,,,,,MAERusia,,,
,Maffic RU,,,Russia,Media,Hamilton,,,,,,,maffickru,,
