Category,Account Type,Name,"Position, Notes, or Reason for Inclusion",Twitter ID,Facebook ID,YouTube ID,Instagram ID, TikTok,Telegram ID, Threads, Rumble, VK, Bitchute, GETTR, Gab, OK, Parler, Podcast, Substack, TruthSocial,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Instagram username,YouTube channel ID,TikTok username,Threads username,Rumble channel,VK ID,Gab username,Odnoklassniki user numeric ID,Parler username,Truth Social username,updated
Russia,Media,RT Argentina,,rt_argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT,,rt_com,RTnews,,rt,,rt_russian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt,UCpwvZwUam-URkxB7g4USKpg,russian_rt,,RTNews,rt_international,RT,,,,True
Russia,Media,RT Deutsch,,rt_deutsch,rtde,,,,rt_de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de_rt_com,UC92G5DWDJgTnE_spTEFMQGA,,,,rt_de,,,,,True
Russia,Media,RT Documentary,,rt_doc,RTDocumentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt_documentary,UCdsm0t9vr6cO_Wp0_58vD6w,russian_rtd,,,,,,,,True
Russia,Media,RT Hindi,,rt_hindi_news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT India,,rt_india_news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Ino TV,,rt_inotv,rt.inotv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Open Mic,,rt_openmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Press Office (Russian-language),,rt_pressoffice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Press Office (English-language),,rt_pressoffice_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Press Service,,rt_russian,RTRussian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Sputnik on RT,,rt_sputnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Arabic,,rtarabic,RTArabicNew,,rtarabic_ru,,rtarabictelegram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtarabic_ru,UCsP3Clx2qtH2mNZ6KolVoZQ,rtarab,,,rt.arabic,,,,,True
Russia,Media,RT Arabic Breaking News,,rtarabic_bn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Arabic Newsroom,,rtarnewsroom,RTArNewsRoom,,,,rtarabicnewsroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Balkans,,rtbalkan,rtbalkan.rs,,rtbalkan,,rtbalkan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Creative Lab,,rtcreativelab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Documentaries (Russian-language),,rtd_rus,RTDru,,,,rtdru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt_documentary,UCdsm0t9vr6cO_Wp0_58vD6w,russian_rtd,,,,,,,,True
Russia,Media,RT France,,rtenfrancais,RTFrance,,rtfrance,,rtfrance_officiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtfrance,UCqEVwTnDzlzKOGYNFemqnYA,,,,,,,,,True
Russia,Media,RT France Communication Department,,rtfrancecom1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Online,,rtonline_ar,rtarabic.ru,,rtonline_ar,,rtonlinearab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtarabic_ru,UCsP3Clx2qtH2mNZ6KolVoZQ,rtarab,,,rt.arabic,,,,,True
Russia,Media,RT Sport,,rtsportnews,rtsportnews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT UK,,rtuknews,RTUKNews,,,,RTUKNEWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rtuknews,UC_ab7FFA2ACk2yTHgNan8lQ,,,,,,,,,True
Russia,Media,RT UK News Producers,,rtukproducer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,RT Ultima Hora,,rtultimahora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Radio Sputnik (Russian-language),,ru_radiosputnik,radiosputnik.ru,,radio_sputnik,,radio_sputnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radio_sputnik,UC4uV__YBvECAUMVLx_Xv7WA,,,,sputnik_radio,,,,,True
Russia,Diplomatic/Government,"Russian consulate-general in Dubai, UAE",,ruconsdubai,ruconsdubai,UCNLM9cbZ6STMQrYLh7_L5xA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Embassy in Zimbabwe,,ruembzimbabwe,RuEmbZimbabwe,,rusembzim,,rusembzim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Interests in Switzerland's Embassy in Georgia,,ruisembswissgeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Munich, Germany",,rumunix,gkmuenchen,,,,RusConsMunich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Ruptly,,ruptly,Ruptly,,ruptly,,ruptlynews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruptly,UC5aeU5hk31cLzq_sAExLVWg,,,,ruptly,,,,,True
Russia,Media,Ruptly Stringer,,ruptlystringer,RuptlyStringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Media,Ruptly VU,,ruptlyvu,Ruptly,,ruptlyvu,,ruptlybot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruptly,UC5aeU5hk31cLzq_sAExLVWg,,,,ruptly,,,,,True
Russia,Diplomatic/Government,Russian embassy in Ireland,,rus_emb_ireland,RusEmbIreland,,rusemb.ireland,,russiainireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Sudan,,rus_emb_sudan,Rusembsudan,,rusembsudan,,RusEmbSudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Debrecen, Hungary",,rus_gk_deb,1.00076E+14,,,,RusGKDebrecen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Rusada,,rusada,,,,,rusada_russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Anatoly Borovik,,rusambcambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Guinea Bissau,,rusbissau,rusembguineabissau,,,,rus_emb_bis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Bonn, Germany",,rusbonn,ruskonsulatbonn,,,,GKRFBonn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Germany,,rusbotschaft,RusBotschaft,UCWAPDjZQXQSP8VzyZzOCdYg,rusbotschaft_deutschland,,RusBotschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Austria,,rusbotwien,,,,,RusBotWien_RU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Barcelona, Spain (Russian-language)",,ruscg_barcelona,ConsuladoRusoBarcelona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Barcelona, Spain (Spanish-language)",,ruscg_bcn_es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Mazari-Sharif, Afghanistan",,ruscg_mzs,RusConsGenMZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Brest, France",,ruscons_brest,RusConsBrest,,,,RusConsBrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Civil Code in Ruse,,ruscons_ruse,,,,,consruse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Huston, USA",,ruscons_tx,RusConsTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Antwerp, Belgium",,rusconsantwerp,Ruscons.in.Antwerpen,,,,rusconsantwerpen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Civil Code in Cape Town,,rusconscapetown,rusconscapetown,,rusconsct,,RusConsCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Genoa, Italy",,rusconsgenova,rusconsgenova,,,,genovarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Jeddah, Saudi Arabia",,rusconsjeddah,RusConsInJeddah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Kharkov, Ukraine",,rusconskharkov,RusConsKharkov,,rusconsulate.kharkov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,RusConsKlaipeda,,rusconsklaipeda,,,,,RusConsKlaipeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Niigata, Japan",,rusconsniigata,RusCGinNiigata,,,,rusconsniigata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Salzburg, Austria",,rusconssalzburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Turku, Finland",,rusconsul_turku,rusconsul.turku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Washington, USA",,RusConsulateDC,rusconsulwashington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Civil Code in Geneva,,rusconsulgen,RusConsGeneve,,,,RusConsulGen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Tajikistan,,rusemb_dushanbe,russianembassyintajikistan,,,,posolstvoRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Eduador,,rusemb_ecuador,EmbRusiaEnEcuador,,,,EmbRusEc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Iceland,,rusemb_iceland,100064680427483,,,,RusEmb_Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in South Korea,,rusemb_korea,RussianEmbassyKorea,,,,rembskorea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Saudi Arabia,,RusEmb_KSA,,,russian_embassy_riyadh,,rusembsaudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Lithuania,,rusemb_lt,RusEmbassyLithuania,UC1ngrF1P8ujHb5lBMVX7DTw,,,RusEmbLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Malaysia,,rusemb_malaysia,rusembmalaysia,,,,rusembmalaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Poland,,rusemb_pl,,UCJM4vxouZ1dZ6ScJ3juZCxw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Rwanda,,rusemb_rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Turkmenistan,,rusemb_tm,Rusembsukhum,,rusemb_abh,,rusemb_abh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Abkhazia,,rusembapsny,Rusembsukhum,,rusemb_abh,,rusemb_abh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Armenia,,rusembassyarm,embassyru.am,UC9at-zSliNol969qNXcm4MQ,,,rusembassyarm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Iraq,,rusembassyiraq,rusembassyiraq,,,,RussiaInIraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Japan,,rusembassyj,100066546578635,UCdPmD00M4yfA-4cu5swiKRg,,,rusembjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Afghanistan,,rusembassykabul,rusembafg,,rusemb.kabul,,rusembkabul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusemb.kabul,,,,,rusembkabul,,,,,True
Russia,Diplomatic/Government,Russian embassy in Belarus,,rusembassyminsk,embassyruminsk,UCdbmATOOjDE7HhdyHdTQbqA,embassyruminsk,,RusEmbassyMinsk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the Netherlands,,rusembassynl,rusembassynl,UCBHNLE5SJXZdNjD432FwiOw,,,embrusnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the UAE,,rusembassyuae,rusembuae,,,,rusembuae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Bahrain,,rusembbah,,,rus.emb.inbahrain,,RusEmbBahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Thailand,,rusembbangkok,RusEmbThailand,UCHQyO-51FPfz_Mm0asOcs4w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Bosnia and Herzegovina,,rusembbih,rusembbih,,russian_embassy_in_bih,,rusembbih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Brunei ,,rusembbrunei,,,rusembbrunei,,rusembbrunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Bulgaria,,rusembbul,rusembul,UCu-_jyE2S2V8fUcXu1hmtkA,rusembul,,rusembul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in China,,rusembchina,RusEmbChina,,,,rusembchina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,embassychina,,,,,True
Russia,Diplomatic/Government,Russian embassy in Croatia,,rusembcro,VeleposlanstvoRusijeuHrvatskoj,,veleposlanstvo_rusije,,veleposlanstvo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Cyprus,,rusembcyprus,100064750864224,,,,rusembcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Denmark,,rusembdk,100064293205572,UCG4aTLdZmsbOOAS6z5c7_pQ,russian_embassy_dk,,rusembdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in North Korea,,rusembdprk,RusEmbDPRK,,,,RusEmbDPRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Egypt,,rusembegypt,100064391777157,UCxBISg1OToVoh5izfSxBHlg,,,rusembeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Eritrea,,rusemberitrea,russemberitrea,,rusemberitrea,,rusembasmara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russia embassy in Estonia,,rusembest,RusEmbEst,UCkY3nE9xcTrN1rSvStFV2Sw,rusembestonia,,rusembest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Ethiopia ,,rusembethiopia,RussianEmbassyinEthiopia,,,,russiainethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Ghana,,rusembghana,Rusembghana,,,,embrusghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Ghana (English-language),,rusembghanaeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Hungary,,rusembhungary,RusEmbHungary,,,,RusEmbHungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in India,,rusembindia,RusEmbassyIndia,UCFpa_W-wWOHERbjDcU7oBsw,russiainindia,,RusEmbIndia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in India (Russian-language),,rusembindia_ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Iran,,rusembiran,,,russian_embassy_tehran,,russianembassytehran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,russian_embassy_tehran,,,,,,,,,,True
Russia,Diplomatic/Government,Russian embassy in Italy,,rusembitaly,ambrusitalia,,ambrussia.italia,,rusconsroma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,italyinrussia,UCbnCkTAPKExSm3qxG7Gh97A,,,,ambrusitalia,,,,,True
Russia,Diplomatic/Government,Russian embassy in Indonesia,,rusembjakarta,RusEmbJakarta,,,,kedubesrusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Jordan,,rusembjordan,RusEmbJordan,,rusembjo,,rusembjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,rusembkenya,,rusembkenya,RussianEmbassyKenya,,,,russembkenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Kyrgyzstan,,rusembkg,RusEmbassyKyrgyzstan,UCNkBQQuKTR5XnhrzcsekuAA,posolrfvkg,,rusembkg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Kuwait,,rusembkuw,RussianEmbassyKuwait,,russian_embassy_kuwait,,RussianEmbassyKuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Lebanon,,rusembleb,rusembei,,,,rusembei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Luxembourg,,rusemblux,rusemblux,,,,rusemblux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Malta,,rusembmalta,100064639244714,UCJFOEMwAlwdCzyB2Tv87YtQ,,,RusEmbMalta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in the Philippines,,rusembmanila,rusembassy.manila,,,,Russian_Embassy_in_Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Rusisan embassy in Mauritius,,rusembmauritius,RusEmbMauritius,,RusEmbMNG,,rusembmauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Mongolia ,,rusembmng,RusEmbMNG,UC4vH8IxzLGcXEvWTW7Snjtw,rusembmng,,Russian_Embassy_Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Namibia,,rusembnam,rusemnamib,,rusembassy,,EmbRussiaNamibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Nigeria,,rusembnigeria,nigeria.mid.ru,,,,RussEmbNigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Norway,,rusembno,RusEmbNo,,rusembno,,RusEmbNo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in New Zealand,,rusembnz,rusembnz,,,,rusembnz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Pakistan,,rusembpakistan,russianembassypakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Peru,,rusembperu,RusEmbPeru,UCFNDejvvAxKkDqtK-mOGxig,embrusperu,,rusiaenperu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in South Ossetia,,rusembrso,ambasadarus,UCJlRXUUtt4dDtu3x7USqQ6A,rusemb_slovakia,,rusembrso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Seychelles,,rusembsey,RusEmbSey,,,,RusEmbSey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in rusembsg,,rusembsg,RusEmbSingapore,,rusembsg,,RusEmbSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Slovakia,,rusembsk,ambasadarus,UCJlRXUUtt4dDtu3x7USqQ6A,rusemb_slovakia,,velvyslanectvoruska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Sri Lanka,,rusembsrilanka,RusEmbSriLanka,,rusembsrilanka,,RusEmbSriLanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Sweden,,rusembswe,RusEmbassySweden,,rusembswe,,rusembswe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Switzerland,,rusembswiss,RusEmbSwiss,UCbDJZ3Z3hg5GhaDCITNTvZw,russembbern,,rusbern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Syria,,rusembsyria,EmbRusSyria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Turkey,,rusembturkey,RusEmbAnkara,,,,embrusturkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Tazania,,rusembtz,,,rusembtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Uganda,,rusembuganda,RusEmbUganda,,rusemb.uganda,,rusembuganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Ukraine,,rusembukraine,RusEmbassyUkraine,UC3bsUqnbds9QdrW7H4Q2x8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in USA,,rusembusa,RusEmbUSA,UCuAddJPLq28vzbAGZ9HlU0g,rusembusa,,EmbUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rusembusa,,,,,True
Russia,Diplomatic/Government,Petr Švirin,,rusembusapress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Vietnam ,,rusembvietnam,RusEmbassyVietnam,UC1aW4Ok9kAa1IQyItNWHbcg,,,RusEmbVietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Export Center,,rusexport_eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian Mission to FAO,,rusfao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Kirkenes, Norway",,rusgkkirkenes,,,,,consulategeneralspitsbergen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,Russian embassy in Colombia,,rusiacolombia,rusiacolombia,,,,rusiaencolombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Diplomatic/Government,"Russian consulate-general in Leipzig, Germany",,ruskonsleipzig,,,,,consleipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
